,DRUG_NAME,COVID_1,COVID_2,COVID_3,COVID_4,COVID_5,COVID_6,COVID_7,COVID_8,COVID_9,COVID_10,COVID_11,COVID_12,COVID_13,COVID_14,COVID_15,COVID_16,COVID_17,COVID_18,COVID_19,COVID_20,COVID_21,COVID_22,COVID_23,COVID_24,COVID_25,COVID_26,COVID_27,COVID_28,COVID_29,COVID_30,COVID_31,COVID_32,COVID_33,IN_CLINICAL_TRIALS
30,N-Methylmesoporphyrin,-0.27956312894821167,-0.921476423740387,-0.10256826877593994,0.3176789879798889,-0.497186541557312,-0.6164519190788269,-0.04384532943367958,-1.050031065940857,-0.5041331052780151,0.3417741656303406,1.1546003818511963,-0.8399129509925842,-0.9163435697555542,-0.3596372604370117,-0.36131274700164795,-1.1134575605392456,-0.02679060772061348,1.4882545471191406,0.6111560463905334,1.599482536315918,-0.4831288456916809,0.3271796703338623,0.0665038526058197,-0.13476262986660004,0.18028859794139862,1.9043618440628052,-1.0920590162277222,-0.7130154371261597,0.3370759189128876,-0.19213023781776428,0.4480644762516022,0.2174055278301239,-0.7776957750320435,False
31,Fentanyl,1.3205442428588867,1.157584547996521,0.9145833849906921,1.3425571918487549,1.2489464282989502,0.6792169809341431,0.8786627650260925,1.110374927520752,0.3689638376235962,0.779230535030365,0.5967764258384705,1.490531086921692,1.2558619976043701,1.6141612529754639,1.834898829460144,1.767486333847046,0.878022313117981,0.332534521818161,0.8440603017807007,0.9648572206497192,0.9510501623153687,1.0697382688522339,0.9243617653846741,1.365265965461731,1.145630121231079,0.003151418175548315,1.5753865242004395,0.9164925813674927,0.5087858438491821,0.6434313654899597,1.2241884469985962,1.5708264112472534,1.1640939712524414,False
32,Ozenoxacin,0.5309492945671082,0.8856177926063538,0.3643869161605835,1.0983881950378418,-1.471691370010376,0.4903659522533417,-0.15346339344978333,-0.003698962740600109,-0.13303837180137634,1.3928109407424927,-0.6728090643882751,0.7379989624023438,-0.4609997570514679,1.2072707414627075,0.15078617632389069,0.24346894025802612,-0.2673240602016449,1.3534033298492432,-1.1480687856674194,0.4426482319831848,-0.008873253129422665,0.7984263896942139,-0.9966046810150146,0.8382644057273865,0.7268804907798767,-1.7067750692367554,0.9288036823272705,1.3572882413864136,1.089365005493164,1.6326452493667603,0.1971513032913208,0.09123144298791885,1.274497389793396,False
33,Ecallantide,0.8921555280685425,0.2084454447031021,0.2584235966205597,0.5168191194534302,0.3164069354534149,0.6764882802963257,0.34688836336135864,0.28656822443008423,0.620167076587677,-0.05336005613207817,-0.3293420076370239,0.30730828642845154,0.8178263902664185,0.6078667044639587,0.7517215013504028,0.6371924877166748,0.5706490874290466,0.23208311200141907,0.33431917428970337,0.1696568727493286,0.2743605077266693,0.0005326145328581333,0.4370468556880951,1.088046669960022,0.08414377272129059,-0.34563493728637695,0.18029893934726715,0.6781162619590759,0.5956611037254333,1.0418773889541626,0.9712284207344055,0.9982679486274719,0.8094441890716553,False
34,Stanolone acetate,-0.5782400369644165,-0.3707354962825775,-1.2064905166625977,-1.1559382677078247,0.08979947865009308,-0.5174094438552856,-0.6340147256851196,-0.737028956413269,-0.018603140488266945,-1.0487269163131714,-1.1004959344863892,-0.4711383879184723,-0.10353504121303558,-1.0281275510787964,-0.8032347559928894,0.07003014534711838,-0.7696399092674255,-2.274402618408203,-0.16078731417655945,-1.3296513557434082,-0.5182672142982483,-1.3108421564102173,-0.3331588804721832,-0.4070790410041809,-0.8284592628479004,-1.1763389110565186,-0.4857897460460663,-0.3459644317626953,-1.1170092821121216,-0.42120426893234253,-0.6110546588897705,-0.7957683801651001,-0.09463772922754288,False
35,Cycloserine,-0.6178929209709167,0.5300554633140564,-0.8175774812698364,0.6303873658180237,-0.23902291059494019,0.16036301851272583,0.15685898065567017,-1.5425480604171753,-1.9063254594802856,1.2382333278656006,0.149405837059021,0.29414451122283936,0.08362185209989548,-0.03368573635816574,-0.2747311592102051,0.1756260097026825,-0.12728314101696014,0.10088618099689484,-0.7582414150238037,0.4721212387084961,-0.5842891335487366,-0.11976790428161621,-0.6748624444007874,-0.2841376066207886,0.6906776428222656,-0.9096813201904297,0.7095456123352051,1.3871734142303467,-0.01222732663154602,1.160211205482483,0.046476323157548904,-0.2801592946052551,0.5683520436286926,False
36,Oxybenzone,0.793220579624176,1.0271061658859253,0.7881768345832825,1.1308131217956543,1.0741214752197266,1.1491961479187012,0.9901155829429626,1.459951400756836,-0.556484043598175,1.199021339416504,0.8781890273094177,1.2835876941680908,1.261824607849121,1.0850023031234741,1.411974310874939,0.92165607213974,0.9675156474113464,0.7314081788063049,1.1653963327407837,1.1976264715194702,1.9049333333969116,1.4499839544296265,1.2426494359970093,0.6748469471931458,0.8421159982681274,0.29979655146598816,1.4063509702682495,0.5745616555213928,0.4259748160839081,0.4730079770088196,0.7032709121704102,1.0539450645446777,0.797863781452179,False
37,Minoxidil,1.542464256286621,0.8813076615333557,1.4131388664245605,1.4480112791061401,2.0913970470428467,1.0414187908172607,1.0170042514801025,1.7907495498657227,0.8991538882255554,1.205406904220581,2.0113370418548584,1.488570213317871,0.9235196709632874,1.460181474685669,1.500827670097351,1.2583693265914917,1.9948896169662476,1.4401837587356567,1.97836434841156,1.773093342781067,1.3437931537628174,1.787947654724121,1.7815145254135132,0.4620217978954315,1.81291925907135,1.959113597869873,1.4080705642700195,0.985751748085022,0.8409565687179565,0.9692217111587524,1.8081506490707397,2.0032594203948975,0.1814238727092743,False
38,Prazepam,0.2625427544116974,0.1844896823167801,0.35968098044395447,0.8237597346305847,0.6612508296966553,-0.18223243951797485,0.6143904328346252,0.923370361328125,1.196421504020691,0.2615371346473694,-0.05576198920607567,1.0043848752975464,0.4990227222442627,0.701175332069397,1.017767310142517,1.5133566856384277,-0.7643097043037415,-0.14779286086559296,0.015487885102629662,0.5467802882194519,0.35342252254486084,0.01755484752357006,0.2606083154678345,0.9695245027542114,0.25635647773742676,-0.15092669427394867,0.6201043725013733,0.08274449408054352,-0.5486482381820679,0.05590993911027908,0.3381808400154114,0.15749086439609528,0.5399587154388428,False
39,Lithium cation,1.332491397857666,1.233237385749817,1.1199281215667725,1.5155179500579834,1.4541852474212646,1.074701189994812,1.360252857208252,1.2671836614608765,0.7227936387062073,1.2869044542312622,1.175662636756897,1.4164516925811768,1.390052080154419,1.6056807041168213,1.5180319547653198,1.7522859573364258,0.9816354513168335,0.8129278421401978,0.9650266170501709,1.2715879678726196,1.1335337162017822,1.1860731840133667,1.180705189704895,1.447037935256958,1.3454115390777588,0.5941982269287109,1.4527428150177002,1.3010464906692505,0.7956377267837524,1.0330259799957275,1.4087696075439453,1.4750120639801025,1.1489653587341309,False
40,Voretigene neparvovec,0.016091329976916313,-0.27624061703681946,-0.1959659606218338,0.21045410633087158,0.11092115193605423,-0.1951369345188141,0.26380839943885803,0.19626861810684204,0.3450828492641449,-0.11732400953769684,0.21130326390266418,-0.046730682253837585,-0.12065684050321579,-0.09919212758541107,0.21119602024555206,-0.1603449285030365,0.07613656669855118,0.2107982337474823,0.3629653751850128,0.17076918482780457,-0.09710662811994553,0.04924112558364868,0.23389703035354614,-0.13342523574829102,-0.08163224905729294,0.5033814907073975,-0.156086266040802,-0.5167163014411926,-0.13597865402698517,-0.09822358936071396,0.2215801179409027,0.08475787192583084,-0.29567819833755493,False
